key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.4436953044193049,0.4436953044193049,1.0,9.523847579956055,2.253798924712016
1,0.4008671917853879,0.4008671917853879,0.9736842105263158,10.644305229187012,2.3650250288774393
2,0.4373980604600367,0.4373980604600367,0.9696969696969697,8.58302116394043,2.1497859685305998
3,0.41542929723918326,0.41542929723918326,0.9714285714285714,9.694533348083496,2.2715621542802156
4,0.44059141129642854,0.44059141129642854,0.9705882352941176,8.48355484008789,2.138129564803402
5,0.45916888758986146,0.45916888758986146,0.9722222222222222,7.834497928619385,2.058536793170101
6,0.44231299621676673,0.44231299621676673,0.9714285714285714,8.444345474243164,2.1334970427260154
7,0.438515855895504,0.438515855895504,0.9714285714285714,8.601797103881836,2.1519711469968543
8,0.4503940181860124,0.4503940181860124,0.9722222222222222,8.155092239379883,2.0986425467852072
9,0.4774003677124293,0.4774003677124293,0.9722222222222222,7.242186546325684,1.9799231699630444
10,0.4699808638966504,0.4699808638966504,0.9714285714285714,7.447643280029297,2.007897644094868
11,0.42634816003095055,0.42634816003095055,0.9722222222222222,9.179797172546387,2.2170051098944543
12,0.4368508570116803,0.4368508570116803,0.9705882352941176,8.640300750732422,2.15643739132269
13,0.474084737024691,0.474084737024691,0.972972972972973,7.365821838378906,1.9968506307060492
14,0.46518175136904305,0.46518175136904305,0.9705882352941176,7.576900482177734,2.0251042086644513
15,0.449024297200079,0.449024297200079,1.0,9.272480964660645,2.2270509774984713
16,0.4206459790543249,0.4206459790543249,0.9696969696969697,9.350225448608398,2.235400455160533
17,0.4714731470209665,0.4714731470209665,0.9722222222222222,7.424714088439941,2.0048141773399495
18,0.4351829371309565,0.4351829371309565,0.9722222222222222,8.775792121887207,2.1719970355783476
19,0.46309088235388196,0.46309088235388196,0.9722222222222222,7.699094295501709,2.0411026979805804
20,0.4462405071721759,0.4462405071721759,0.9696969696969697,8.225071907043457,2.107187039110905
21,0.4665326019493522,0.4665326019493522,0.9714285714285714,7.55899715423584,2.02273852983634
22,0.4087564233836203,0.4087564233836203,1.0,11.547220230102539,2.446444735283081
23,0.3714135744660956,0.3714135744660956,0.9722222222222222,12.742147445678711,2.5449151952549323
24,0.42665271213331163,0.42665271213331163,0.9722222222222222,9.165281295776367,2.215422573213069
25,0.4184329994592106,0.4184329994592106,0.9696969696969697,9.461423873901367,2.24722288694907
26,0.3927952293297186,0.3927952293297186,1.0,12.754137992858887,2.545855767409497
27,0.4396273329661019,0.4396273329661019,1.0,9.724552154541016,2.274653837497193
28,0.45916888758986146,0.45916888758986146,0.9722222222222222,7.834497928619385,2.058536793170101
29,0.4354728556700055,0.4354728556700055,0.9705882352941176,8.699461936950684,2.1632611774204675
