key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.40380934256229783,0.40380934256229783,0.9570552147239264,9.66281509399414,2.2682850233683034
1,0.3761249895554538,0.3761249895554538,0.9314285714285714,10.03994369506836,2.3065715061869376
2,0.37543493122824384,0.37543493122824384,0.9479166666666666,10.950080871582031,2.3933468417678423
3,0.3591167268128321,0.3591167268128321,0.9545454545454546,12.644431114196777,2.5372168901179424
4,0.40364978782183897,0.40364978782183897,0.9488636363636364,9.304548263549805,2.2305033412048068
5,0.44536513051938165,0.44536513051938165,0.9717514124293786,8.333508491516113,2.120284554961129
6,0.462497688096198,0.462497688096198,0.9607843137254902,7.358940124511719,1.9959159175493177
7,0.4270389394966784,0.4270389394966784,0.9696969696969697,9.042498588562012,2.201935528754749
8,0.39896494124992504,0.39896494124992504,0.9732620320855615,10.742857933044434,2.374241155455146
9,0.4277908794780378,0.4277908794780378,0.95,8.245566368103027,2.109675645963212
10,0.42918643712333177,0.42918643712333177,0.9702970297029703,8.967708587646484,2.193630190554839
11,0.4076375459395902,0.4076375459395902,0.9572192513368984,9.466444969177246,2.247753437475945
12,0.37347211306261485,0.37347211306261485,0.9489795918367347,11.148712158203125,2.411323989728869
13,0.4118281936028494,0.4118281936028494,0.9644970414201184,9.571991920471191,2.258841325966288
14,0.4238342184125389,0.4238342184125389,0.9736842105263158,9.363951683044434,2.2368673897525193
15,0.40673564369476706,0.40673564369476706,0.9727891156462585,10.243245124816895,2.3266184761274333
16,0.415196608947043,0.415196608947043,0.9583333333333334,9.133699417114258,2.211970806088441
17,0.3955265759045885,0.3955265759045885,0.972972972972973,10.951302528381348,2.3934584015518316
18,0.4223065714020384,0.4223065714020384,0.9438775510204082,8.245077133178711,2.109616311113796
19,0.3761544225370636,0.3761544225370636,0.9659090909090909,11.944992065429688,2.4803121165188404
20,0.41336550903085995,0.41336550903085995,0.972972972972973,9.876595497131348,2.2901678670660237
21,0.4395775812362871,0.4395775812362871,0.9735099337748344,8.636371612548828,2.155982542360029
22,0.393431848670188,0.393431848670188,0.9457831325301205,9.714286804199219,2.2735976683177657
23,0.40255417237341523,0.40255417237341523,0.9438202247191011,9.141838073730469,2.212861467406425
24,0.37909223202317677,0.37909223202317677,0.9615384615384616,11.46006965637207,2.4388687894855794
25,0.3790268043582365,0.3790268043582365,0.9390243902439024,10.240976333618164,2.3263969601462073
26,0.43701567696650795,0.43701567696650795,0.9759036144578314,8.840107917785645,2.17929908446934
27,0.41246292788745065,0.41246292788745065,0.968944099378882,9.739706993103027,2.2762110343583144
28,0.4315107249764322,0.4315107249764322,0.9613259668508287,8.51352596282959,2.1416561884809577
29,0.4580605441544269,0.4580605441544269,0.9738219895287958,7.927313804626465,2.070314239879412
