key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.2279596249848696,0.2279596249848696,0.5833333333333334,4.449139595031738,1.492710728052668
1,0.23346101095525296,0.23346101095525296,0.5714285714285714,4.0497355461120605,1.3986515817302079
2,0.23514883694220418,0.23514883694220418,0.5660377358490566,3.906085968017578,1.362535841433378
3,0.24507547294059265,0.24507547294059265,0.5981308411214953,4.305086612701416,1.4597972567717135
4,0.24611557969071565,0.24611557969071565,0.5981308411214953,4.278609275817871,1.4536280212341366
5,0.24480825431985442,0.24480825431985442,0.5963302752293578,4.27423620223999,1.4526054202833345
6,0.2260644155152534,0.2260644155152534,0.5779816513761468,4.382997035980225,1.4777327451827873
7,0.24335917679502192,0.24335917679502192,0.5981308411214953,4.349637508392334,1.4700925102242772
8,0.24422831846533766,0.24422831846533766,0.5963302752293578,4.289004802703857,1.4560547253065244
9,0.2502931125638403,0.2502931125638403,0.6018518518518519,4.251219272613525,1.4472058294656964
10,0.2502681533939461,0.2502681533939461,0.5981308411214953,4.176646709442139,1.429508701962403
11,0.2372134240706405,0.2372134240706405,0.5981308411214953,4.51849889755249,1.5081798363745589
12,0.25117639342379416,0.25117639342379416,0.5981308411214953,4.155113220214844,1.4243396770853405
13,0.24620628497625277,0.24620628497625277,0.5981308411214953,4.276318550109863,1.4530924876073508
14,0.24610552312149242,0.24610552312149242,0.5981308411214953,4.278863430023193,1.4536874205951706
15,0.2459789859914426,0.2459789859914426,0.6018518518518519,4.360504627227783,1.4725877908534224
16,0.24136705623070304,0.24136705623070304,0.5963302752293578,4.363678455352783,1.473315384081344
17,0.2571403017012001,0.2571403017012001,0.5981308411214953,4.020091533660889,1.3913046719390922
18,0.2067039376085992,0.2067039376085992,0.5700934579439252,4.817854881286621,1.5723287836242033
19,0.23380421859024322,0.23380421859024322,0.5660377358490566,3.936814308166504,1.3703718450292186
20,0.22885425392081002,0.22885425392081002,0.5794392523364486,4.3365983963012695,1.467090261142366
21,0.2354902334662539,0.2354902334662539,0.5794392523364486,4.160971164703369,1.4257485000809427
22,0.24784736689933962,0.24784736689933962,0.5981308411214953,4.2353715896606445,1.4434710667957502
23,0.23116360286149853,0.23116360286149853,0.6018518518518519,4.792089939117432,1.566966629234147
24,0.2391019228933818,0.2391019228933818,0.6,4.507010459899902,1.5056340645178665
25,0.25285168303382594,0.25285168303382594,0.5981308411214953,4.116085529327393,1.4149025974758769
26,0.2113745920564981,0.2113745920564981,0.5471698113207547,4.122328281402588,1.4164181205883315
27,0.23430423820454627,0.23430423820454627,0.5833333333333334,4.272889614105225,1.4522903229804887
28,0.23819632117754602,0.23819632117754602,0.6018518518518519,4.575436592102051,1.5207021241419962
29,0.2252378235443844,0.2252378235443844,0.5833333333333334,4.530121803283691,1.5107488272755583
