key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.3138851488170335,0.3138851488170335,0.8913043478260869,12.56527042388916,2.53093669276071
1,0.3020586800694468,0.3020586800694468,0.8913043478260869,13.874188423156738,2.6300301658970335
2,0.32601883798638265,0.32601883798638265,0.8913043478260869,11.435709953308105,2.4367409115385783
3,0.3234570334834332,0.3234570334834332,0.8936170212765957,11.808292388916016,2.4688020294854893
4,0.34570777310593637,0.34570777310593637,0.8936170212765957,10.073446273803711,2.309902879940605
5,0.31174494204730063,0.31174494204730063,0.9024390243902439,13.631452560424805,2.612379810861047
6,0.3197378913251624,0.3197378913251624,0.8936170212765957,12.152303695678711,2.4975187563964902
7,0.3141622211287586,0.3141622211287586,0.9024390243902439,13.360187530517578,2.5922792047253735
8,0.3141622211287586,0.3141622211287586,0.9024390243902439,13.360187530517578,2.5922792047253735
9,0.3133308906951507,0.3133308906951507,0.8913043478260869,12.621651649475098,2.535413724102311
10,0.32584181980482185,0.32584181980482185,0.9024390243902439,12.17470645904541,2.499360558537992
11,0.3216571138619934,0.3216571138619934,0.8936170212765957,11.972554206848145,2.482616880837503
12,0.32984044265479706,0.32984044265479706,0.8913043478260869,11.117364883422852,2.4085082898251815
13,0.34256529616587034,0.34256529616587034,0.8913043478260869,10.165934562683105,2.319042382124504
14,0.336562412480117,0.336562412480117,0.8936170212765957,10.725987434387207,2.3726695290503703
15,0.3200243225627113,0.3200243225627113,0.8627450980392157,10.235393524169922,2.3258516672426945
16,0.3482521142815619,0.3482521142815619,0.8936170212765957,9.904870986938477,2.2930266550216167
17,0.32378109648465586,0.32378109648465586,0.88,10.932493209838867,2.3917393832060827
18,0.3086611538914157,0.3086611538914157,0.9024390243902439,13.991915702819824,2.6384797130283286
19,0.31331982425235766,0.31331982425235766,0.9024390243902439,13.453628540039062,2.5992488495923416
20,0.32504295384881016,0.32504295384881016,0.8913043478260869,11.519679069519043,2.4440567963309943
21,0.32315321058043633,0.32315321058043633,0.8775510204081632,10.838093757629395,2.383067127930401
22,0.3232752377415205,0.3232752377415205,0.8541666666666666,9.553451538085938,2.2569025067976516
23,0.30916380967338347,0.30916380967338347,0.8936170212765957,13.235986709594727,2.58293938594846
24,0.29844442440715524,0.29844442440715524,0.8666666666666667,12.388315200805664,2.5167537058303413
25,0.32230634402080616,0.32230634402080616,0.8936170212765957,11.91283130645752,2.4776160802584326
26,0.3382332347365936,0.3382332347365936,0.8913043478260869,10.472413063049316,2.34874447235311
27,0.34646543566708105,0.34646543566708105,0.8936170212765957,10.022689819335938,2.3048515046753018
28,0.31610260356807107,0.31610260356807107,0.8627450980392157,10.53504467010498,2.3547072874090027
29,0.3321567798692842,0.3321567798692842,0.8913043478260869,10.932196617126465,2.3917122533711965
